51304204991,dec,41,34
51304216442,bcd,264,289
51304235380,agc,71,257
51304272687,gad,227,235
51304296149,bga,73,245
51304300699,gef,114,79
51304305099,gea,225,290
51304319852,afc,65,169
51304331609,fdc,237,7
51304354013,ccg,64,133
51304364404,ccb,168,252
51304406234,abg,297,33
51304442945,dab,117,185
51304444626,egf,195,241
51304487106,ead,15,117
51304529771,gdd,71,212
51304560977,fbe,77,19
51304566201,bgd,231,316
51304594108,bee,89,107
51304595225,eeg,106,99
51304632424,afg,124,274
51304645803,afe,165,39
51304654017,ecb,238,69
51304666131,bac,257,117
51304708372,bba,155,104
51304724621,bcg,68,276
51304762996,fgb,163,172
51304773864,fcd,115,276
51304775722,ccg,254,158
51304777222,ede,45,140
51304837507,eaa,123,96
51304851718,ecc,298,60
51304885693,dae,8,121
51304898806,eec,64,155
51304911623,gda,44,264
51304917274,egd,218,95
51304936992,dbb,216,5
51304943555,fca,61,75
51304952465,cgc,251,67
51304954267,fcg,10,91
51304961784,edb,101,253
51304966662,egc,106,89
51304983414,aea,251,276
51304989000,bag,223,252
51305077288,deb,89,102
51305081778,fba,262,90
51305143251,acf,74,281
51305157081,dbd,202,45
51305172163,abd,184,292
51305178619,cae,156,211
51305227280,gbc,232,13
51305232742,fbe,75,19
51305244917,cgf,148,97
51305274538,aca,176,123
51305276583,edf,148,169
51305287661,ffa,188,75
51305306208,cgb,233,114
51305322979,ccc,252,87
51305327506,cag,70,269
51305365664,ebb,276,278
51305376531,ccd,232,174
51305453510,eff,20,277
51305473877,dgb,107,185
51305509271,gge,98,32
51305526527,fda,220,12
51305533403,ffa,280,80
51305540216,ege,282,280
51305553117,cbg,161,270
51305569462,ceb,23,187
51305573699,gac,80,195
51305616979,ced,266,46
51305655445,ffc,94,109
51305661226,eae,21,315
51305691146,gfa,27,250
51305744019,dad,174,88
51305779622,dea,21,279
51305806493,eeg,68,90
51305820755,add,133,211
51305838746,eca,77,149
51305856857,dcd,51,25
51305862263,dcd,253,28
51305868519,gce,263,251
51305906508,gff,163,235
51305920088,edd,66,69
51305921298,aae,59,246
51305966015,gec,32,12
51305973412,acd,63,44
51305987151,afa,130,9
51306005408,cad,275,287
51306015949,agb,218,264
51306055781,aaa,51,157
51306060371,ebd,132,188
51306072063,aff,162,153
51306077439,bdf,36,231
51306096533,bcf,81,192
51306109365,eae,199,315
51306131679,efc,30,57
51306133973,fbc,22,175
51306153617,geg,155,280
51306159958,ada,134,143
51306171089,cgd,55,122
51306171137,dca,168,21
51306206378,gdg,219,219
51306217855,eeb,285,105
51306219409,dcc,160,200
51306220041,ebe,234,178
51306235823,gef,35,86
51306239213,aeb,210,262
51306243490,ecb,132,79
51306267303,dba,262,233
51306305473,dec,157,31
51306324595,fef,103,290
51306348857,aed,253,90
51306350943,eef,232,290
51306377413,dbc,193,185
51306402135,gfc,132,271
51306424991,ecd,161,195
51306433918,fab,131,174
51306441236,bbc,259,64
51306445721,cdc,234,150
51306470846,ggg,111,228
51306475992,bga,31,252
51306478644,afg,101,265
51306494738,efd,60,54
51306508376,ggf,183,136
51306548084,efa,7,168
51306553421,fab,117,172
51306562867,ddb,184,55
51306582577,edf,252,196
51306594677,gaf,280,177
51306610114,cbb,104,6
51306624201,fab,9,199
51306633617,gac,6,159
51306649276,cga,257,79
51306649993,fcb,293,85
51306661458,ccd,207,175
51306666181,cdb,136,196
51306668752,gbd,39,158
51306676221,bdg,246,243
51306684145,dcg,281,157
51306684796,ebb,276,328
51306705943,fbg,4,56
51306717669,fdf,210,105
51306721681,gfg,226,82
51306722406,adc,81,85
51306774415,aee,289,198
51306781062,fbb,148,308
51306788160,bae,21,108
51306795822,eab,126,185
51306819261,bee,165,100
51306850015,baa,92,82
51306854083,cef,19,118
51306884130,cga,45,93
51306905554,feg,152,243
51306914206,cca,228,212
51306915082,dcf,226,327
51306920638,fcf,283,157
51306946299,bgb,101,261
51306955442,fdb,258,279
51306957051,cde,173,195
51306994826,gaf,31,182
51307021412,efa,131,156
51307024995,ecd,137,193
51307038307,abf,206,286
51307049577,ecf,269,198
51307064420,bed,154,199
51307091438,acc,260,257
51307116727,cge,87,228
51307124061,cfe,278,146
51307126154,fee,71,120
51307139038,aeg,205,12
51307176845,eeg,245,75
51307183909,fgd,205,262
51307193740,baf,139,58
51307228252,gfb,6,202
51307229503,dee,155,189
51307242510,bfa,20,85
51307267806,dgd,37,184
51307272064,gad,161,242
51307276951,gcg,120,11
51307290889,cbf,153,207
51307297889,efe,128,279
51307301916,dag,299,215
51307358303,gce,40,243
51307365730,fga,290,271
51307367432,edg,179,20
51307382000,bge,182,78
51307403269,edc,114,266
51307410541,daf,272,78
51307412801,cbe,262,140
51307430876,bbg,17,269
51307479240,bdb,238,225
51307501212,deg,129,78
51307506319,gaf,101,198
51307509503,fea,175,114
51307530765,bbe,100,209
51307537396,gcd,96,198
51307548359,bgf,228,53
51307557358,ecf,134,168
51307590106,gaa,27,131
51307596311,fdg,177,94
51307600843,faf,226,164
51307620594,afd,136,274
51307623575,age,271,270
51307625729,bfb,17,25
51307626393,cfd,7,196
51307646076,afb,228,62
51307656805,beg,140,138
51307747949,fbc,35,178
51307755645,gee,129,186
51307757526,dgc,47,78
51307757615,bca,277,245
51307784995,cbd,63,168
51307786780,cfb,152,86
51307787733,agb,11,216
51307839391,dda,75,163
51307840627,ded,21,177
51307849922,bab,188,197
51307853423,cdg,150,127
51307884449,gef,135,99
51307894163,caf,59,110
51307917322,dgg,274,133
51307918531,edg,240,20
51307924968,cgb,189,121
51307942533,bba,42,106
51307944993,eee,141,127
51307947334,dbe,63,218
51307955475,gcc,103,92
51307958929,dfb,151,196
51307980264,afa,283,9
51307985432,cgg,295,264
51308032460,dcg,33,172
51308058765,bbd,39,25
51308066832,bac,133,105
51308078663,bfg,284,163
51308080829,bfd,19,203
51308106983,ggc,231,241
51308109678,eee,13,121
51308109729,aab,213,279
51308115905,ffc,247,117
51308159861,cba,252,50
51308164130,gcc,55,93
51308184593,efb,21,208
51308196851,cea,37,172
51308297116,efa,170,174
51308305101,eff,238,246
51308308643,ecf,135,154
51308311326,dbg,269,96
51308311676,fec,17,77
51308326924,agb,287,252
51308344430,cbg,126,310
51308345493,dfd,44,96
51308347708,def,16,163
51308359269,gef,54,83
51308361218,aba,84,277
51308365335,bcc,143,117
51308383216,eed,290,19
51308385496,dfd,50,87
51308389191,fgc,112,16
51308413111,bgb,23,208
51308424784,bef,132,247
51308449169,adf,204,182
51308457307,daf,124,78
51308459558,fdg,202,108
51308465787,bec,275,291
51308473604,ggd,237,6
51308474894,ccb,281,264
51308490885,ffb,55,153
51308496436,fbd,112,153
51308498511,bff,252,258
51308517322,gcf,23,148
51308519429,bdd,174,298
51308529399,bgg,2,165
51308548140,eca,194,159
51308548316,fgg,269,145
51308553462,dde,62,289
51308602812,efc,190,66
51308604376,gdc,298,235
51308621373,fbc,133,160
51308637873,dcf,69,343
51308639044,fda,131,10
51308658873,gbe,143,293
51308663570,cgg,124,300
51308684757,fdd,125,86
51308700418,dfg,6,156
51308716800,gef,4,85
51308724951,ede,238,149
51308725558,bbe,15,167
51308742496,gag,218,142
51308742688,gce,276,238
51308748851,abb,246,264
51308755702,edf,36,197
51308758019,aec,6,112
51308764827,agf,132,214
51308765417,fad,21,26
51308766289,dbe,156,252
51308767701,ffe,256,88
51308778424,gbf,145,179
51308778808,cgb,159,128
51308786952,bad,147,8
51308787018,gdg,100,245
51308789118,dfe,297,74
51308800652,aag,278,168
51308809156,eed,165,20
51308816661,egg,100,263
51308821943,bfa,244,70
51308826146,daa,141,77
51308826676,def,31,158
51308839266,gab,60,30
51308851857,bbb,66,212
51308860808,gfe,273,22
51308864505,gga,152,18
51308887458,ecg,245,239
51308903853,acg,243,83
51308921645,eba,211,36
51308927013,bed,247,216
51308927213,ddd,149,113
51308932124,bcf,13,209
51308943859,bdb,254,229
51308967280,cdf,50,71
51308982112,fed,252,118
51308994112,ded,70,178
51308999347,cda,116,154
51309039665,egf,27,255
51309042299,dfa,218,133
51309048475,fce,145,164
51309050123,ffd,288,74
51309056260,adg,105,66
51309086422,eac,117,198
51309089290,eag,54,255
51309089508,adb,247,143
51309098653,cbd,75,169
51309103332,fde,16,9
51309133520,bff,13,250
51309136214,def,48,140
51309140332,gfd,92,160
51309167642,gde,72,246
51309187951,abc,110,65
51309193394,bfc,155,236
51309204929,beb,187,248
51309239105,gba,72,166
51309246951,eed,265,23
51309247763,cgg,259,297
51309263017,edf,84,200
51309263734,bad,18,6
51309265521,bff,22,217
51309307049,acc,25,239
51309313065,gcc,244,107
51309322837,bcb,165,29
51309338611,gef,188,79
51309347288,cfg,90,169
51309353634,dea,248,301
51309363192,ebg,183,57
51309370162,afd,26,290
51309421241,egc,157,97
51309440789,fca,27,69
51309440904,fac,29,77
51309450160,bba,234,112
51309468474,cbc,198,235
51309469163,gdf,49,18
51309496595,agd,52,245
51309513335,ccc,238,103
51309519809,dbf,294,34
51309524875,agd,192,210
51309525749,ddf,289,78
51309531292,dae,42,108
51309535173,eda,271,18
51309539013,ccf,42,128
51309552447,ebb,53,301
51309571321,fgf,40,279
51309574284,bfc,235,193
51309610887,gag,52,134
51309624694,fag,276,150
51309634255,eaf,265,78
51309674178,eeb,40,119
51309675747,ecd,155,154
51309687930,dge,78,239
51309689597,eag,13,242
51309698915,caa,283,282
51309700070,ggg,44,209
51309724234,ecd,287,175
51309724636,cce,235,50
51309730291,gca,136,75
51309733925,eea,264,158
51309742355,fae,201,274
51309756947,aaf,81,71
51309757817,ffa,85,65
51309778997,gcd,63,178
51309784482,cdb,92,178
51309794164,faa,10,216
51309804680,fdc,146,7
51309823222,gfa,94,282
51309834804,ffa,196,69
51309850106,dfc,195,59
51309858234,aad,157,128
51309860887,dce,176,148
51309861024,fff,89,212
51309868803,faf,147,159
51309870883,bde,286,258
51309885340,ggb,61,46
51309891209,bfb,22,21
51309892562,aef,219,112
51309897601,fgb,233,149
51309909618,acb,242,56
51309916081,feb,134,191
51309936159,bda,285,117
51309957012,gbc,206,14
51309960485,bdf,4,219
51309962953,ece,61,179
51309983793,ade,132,144
51309983833,agg,261,201
51309988731,geg,255,226
51309993574,fbf,176,217
51310000541,cfa,297,70
51310034498,cec,157,45
51310037736,aga,190,286
51310062171,gbf,267,200
51310065676,ecf,77,141
51310066341,dga,201,6
51310098958,ege,44,285
51310196328,fef,236,319
51310197234,abe,72,353
51310215086,bcf,195,167
51310218005,cgd,188,126
51310236987,gcb,77,252
51310245224,fcc,294,65
51310260651,eec,3,131
51310261456,aeb,41,298
51310281242,fec,52,84
51310284082,ega,187,299
51310333514,eaa,299,104
51310340138,bad,64,5
51310347398,dgc,99,63
51310384950,bfc,36,229
51310458951,dbb,32,5
51310478052,geg,230,237
51310505777,gae,272,271
51310506176,aac,7,12
51310552049,bea,113,109
51310553627,cba,156,41
51310556593,ceg,135,216
51310571010,cgg,57,249
51310616059,fdf,201,111
51310636557,ace,299,83
51310638935,afe,288,40
51310646138,bgc,255,136
51310660075,cdd,246,319
51310671147,egg,123,273
51310673924,egb,18,127
51310692299,ffg,75,194
51310695444,fcg,200,93
51310697662,dac,61,138
51310708857,dcb,144,80
51310717620,cee,189,221
51310718121,fgc,31,14
51310720725,bea,71,94
51310739491,gba,37,174
51310749026,efb,174,166
51310753617,fcd,109,314
51310755722,dfd,148,85
51310768157,feb,84,168
51310798974,edc,125,215
51310805917,fdd,170,97
51310826073,dab,233,168
51310832139,cab,156,226
51310853834,dgb,156,175
51310861893,acc,37,253
51310879756,adb,210,140
51310884043,bec,218,261
51310896496,dcd,99,26
51310904550,gga,214,17
51310906954,cbf,148,204
51310919900,gcd,129,163
51310997477,gge,26,38
51311045406,dgf,144,192
51311050250,aad,260,126
51311059770,ebc,295,249
51311067609,bbb,177,224
51311076258,agc,10,236
51311179739,gdf,19,19
51311190458,dad,211,87
51311214409,dff,121,47
51311256797,bbf,97,225
51311280926,efd,178,49
51311307967,afb,151,60
51311341706,gge,116,39
51311355323,bbc,224,67
51311382314,dbc,27,177
51311382899,gea,124,324
51311408334,edb,64,263
51311418454,cad,95,338
51311418779,gbd,31,153
51311423052,cca,35,212
51311464953,gdd,292,243
51311465890,fgc,210,15
51311484379,bce,220,144
51311492487,bec,54,219
51311504100,faf,210,144
51311505248,eff,164,236
51311531621,gaa,19,104
51311543434,bbf,157,202
51311559795,gfb,205,234
51311655463,fae,10,246
51311666181,gbb,122,7
51311673206,ebc,88,278
51311685832,cdd,287,322
51311712723,bce,273,132
51311728127,bfa,108,74
51311748101,bga,76,267
51311749722,aca,281,115
51311750963,gee,76,200
51311764641,cae,272,175
51311782592,bdf,202,234
51311790640,aff,17,177
51311791401,ecb,126,92
51311800525,ead,128,129
51311801528,fga,7,284
51311810845,fge,112,80
51311814229,ddg,58,127
51311851292,cgb,18,151
51311864263,ecb,2,87
51311893592,aba,197,279
51311913258,adg,216,60
51311918055,dce,57,128
51311919081,cac,257,264
51311921392,cbd,171,152
51311923105,bgd,283,281
51311937868,agf,34,220
51311986935,afg,117,291
51311999688,dcg,158,142
51312009882,fac,171,79
51312014802,gff,132,253
51312020085,gdg,272,281
51312056026,dbd,79,39
51312062612,egf,203,303
51312070022,ebf,9,259
51312111853,edd,160,56
51312112744,ddb,50,61
51312137696,bbg,208,320
51312158657,acf,75,311
51312220735,dec,182,31
51312268402,efg,140,78
51312281942,aeb,123,339
51312299938,cbe,51,124
51312309850,dba,4,246
51312331866,gdb,157,149
51312332878,fag,141,142
51312348092,fab,33,181
51312369554,ecc,72,60
51312378700,geb,103,64
51312380773,cfc,2,68
51312386761,aca,18,123
51312397519,gbg,184,75
51312400244,gdc,279,244
51312412011,age,46,245
51312436977,dec,50,32
51312454261,ffa,46,72
51312458400,ffc,147,131
51312474976,ceg,103,190
51312535913,bdd,201,286
51312565006,fde,147,10
51312571795,bfe,238,156
51312573027,gff,195,290
51312578101,bee,185,93
51312642805,dgb,63,180
51312652252,ebb,289,304
51312660869,fgd,206,293
51312681751,fbb,288,329
51312683465,eag,71,234
51312693449,bea,297,79
51312710800,eca,241,152
51312747058,ged,59,57
51312772275,deb,19,97
51312780121,dcb,63,74
51312829210,gce,162,245
51312838926,bde,241,245
51312842311,fbg,116,56
51312862101,bgd,148,252
51312874370,bde,160,203
51312893845,ece,182,182
51312896349,efg,209,74
51312909223,fdg,296,128
51312925460,eae,45,315
51312925778,dcc,102,170
51312929683,dgb,25,214
51312948284,eeg,154,86
51312952163,gda,110,266
51312970806,egd,205,103
51312980370,bdf,12,259
51313042623,bef,183,286
51313069667,agg,294,203
51313087255,cff,41,190
51313118367,gec,120,9
51313125798,bdc,281,242
51313150442,cbd,131,161
51313152684,cdc,151,120
51313169666,fbe,158,21
51313194591,edb,102,270
51313203802,afd,83,307
51313206747,dda,109,177
51313216213,gad,8,261
51313242369,edg,208,17
51313278363,gdc,96,224
51313299160,egb,80,151
51313310473,fbg,281,47
51313318863,ded,50,181
51313322154,bca,162,242
51313328239,cbd,1,154
51313345635,aec,175,109
51313364137,agd,192,180
51313365324,gcc,47,121
51313385805,gfg,256,70
51313387409,bbf,204,165
51313392346,fdg,217,107
51313451846,baa,218,84
51313453181,fge,261,70
51313455828,bab,172,179
51313477522,fbg,231,40
51313487516,bcg,298,245
51313492645,dee,264,160
51313506768,bdd,256,274
51313509010,gba,57,177
51313511041,fec,244,86
51313538473,gbc,253,16
51313554748,bag,292,257
51313567172,add,119,213
51313567662,daf,295,67
51313582505,acc,249,260
51313587140,afc,91,187
51313588816,beb,16,262
51313590896,ddc,186,110
51313649629,cfe,172,150
51313677368,ggg,245,198
51313680388,cgf,231,111
51313693965,eaf,172,77
51313702900,ccc,109,95
51313718858,dbd,261,32
51313719861,ebg,44,64
51313723402,bed,62,222
51313736147,cfg,97,150
51313759414,gaf,70,192
51313774614,bcc,120,139
51313777099,bgg,65,168
51313781445,afe,240,46
51313808965,fbe,273,24
51313822179,ffc,26,131
51313851610,ggf,149,160
51313872014,aef,98,90
51313924203,ded,130,166
51313925738,fee,46,120
51313928227,cgd,186,102
51313985163,bfb,156,22
51313987382,aea,12,306
51313997319,abg,283,28
51314027506,gde,191,218
51314038324,bcd,183,332
51314054711,cdc,120,124
51314086260,dce,281,139
51314097321,cgb,75,175
51314099406,gee,46,172
51314104978,ced,281,51
51314111117,gfe,136,23
51314121799,ecb,234,75
51314124306,fdg,116,87
51314147480,cgg,250,268
51314149169,fbe,282,19
51314162667,gfc,124,314
51314167607,ffb,222,162
51314180548,fgg,203,117
51314210390,ffd,55,71
51314236714,aaa,201,186
51314250335,afe,220,38
51314257594,cad,246,277
51314262445,aga,25,334
51314266437,dgd,43,196
51314270670,aae,214,233
51314273452,afd,201,273
51314273466,afa,137,9
51314285728,abd,117,329
51314291567,fad,47,28
51314315304,bgc,287,108
51314315611,bge,138,78
51314319116,geb,229,51
51314333170,ada,139,131
51314338814,geg,214,246
51314341055,baf,192,53
51314383980,aaf,34,60
51314464959,dee,240,169
51314479646,dda,169,171
51314486181,faa,194,239
51314507804,bfa,39,82
51314512659,ada,33,136
51314513926,ffg,189,161
51314521178,eef,215,278
51314524569,ceb,238,177
51314556371,gcc,229,122
51314570178,gge,135,34
51314688051,bce,174,113
51314702192,ccg,116,186
51314703453,cbb,294,6
51314712274,cgc,174,69
51314719571,eee,65,129
51314724370,cca,294,184
51314727570,gde,294,215
51314736174,bac,158,93
51314762724,bae,91,100
51314766184,ecb,108,66
51314772101,dae,11,118
51314772966,afg,284,241
51314775713,ecc,180,60
51314781929,ebc,92,330
51314801401,ggd,129,5
51314807016,fag,105,134
51314813549,bgb,43,199
51314824451,dca,27,20
51314831973,cag,126,306
51314848306,cdf,263,64
51314851173,cdg,272,102
51314879583,gca,18,69
51314879882,bgb,109,228
51314937808,cce,51,56
51314967449,gac,231,157
51315036463,fba,96,107
51315043534,baf,34,51
51315053895,edc,269,195
51315080099,cga,214,101
51315087458,eda,229,18
51315112559,bfg,258,130
51315123000,cbg,96,322
51315125429,ffe,153,84
51315127880,bgf,182,53
51315181820,eba,153,29
51315255794,ebe,237,183
51315256628,fcb,62,75
51315284197,adb,157,114
51315306224,bca,281,222
51315306479,bcf,169,177
51315335733,efc,36,78
51315373211,eea,118,139
51315376791,dcg,91,116
51315377924,fcd,81,361
51315392575,bbd,51,21
51315398286,agg,285,194
51315406212,def,288,155
51315417349,fbf,133,214
51315429346,abf,74,331
51315445855,cfc,278,72
51315490099,abe,239,292
51315500799,eec,183,116
51315500824,feg,273,216
51315511068,fee,17,106
51315523535,fce,50,178
51315524591,dfb,237,178
51315531886,gbc,1,14
51315534498,adc,278,74
51315567372,bda,244,98
51315569811,ccd,159,180
51315574397,bfc,89,222
51315579692,cfd,100,160
51315599947,eab,136,201
51315601050,cga,249,104
51315608215,acf,146,304
51315615059,daa,278,72
51315633738,ade,145,142
51315640402,acd,205,47
51315656522,ade,264,160
51315663001,ebg,250,58
51315681234,fdb,295,281
51315698315,ccf,268,108
51315700483,dbd,241,26
51315724985,gga,237,16
51315733503,egf,167,260
51315736910,ggf,185,180
51315737467,afb,279,56
51315818894,bab,272,209
51315846747,aab,177,329
51315867983,ebe,230,181
51315868343,ebe,289,179
51315873650,aed,94,107
51315879904,cee,62,203
51315883916,ebd,137,152
51315886395,bbg,137,272
51315931535,ddd,91,132
51315957015,gcb,82,201
51315957085,gag,147,120
51315974936,cda,58,154
51316003557,bfd,185,164
51316023432,edf,222,208
51316027974,dbf,118,30
51316034990,fag,284,123
51316036296,def,34,161
51316051646,bfe,3,154
51316129061,ggb,253,48
51316143468,dgg,68,147
51316147977,abc,266,54
51316154813,bdc,61,227
51316158374,dgf,60,199
51316180240,dcg,293,103
51316194433,dde,55,297
51316201033,fca,240,77
51316206406,ccb,229,261
51316208316,caf,286,93
51316229657,gca,297,60
51316274538,deg,97,73
51316291835,egd,19,116
51316292420,ada,246,136
51316312822,fdc,298,8
51316317166,cde,235,193
51316323849,geb,222,42
51316345662,egb,120,176
51316350638,adb,238,126
51316360814,aee,166,235
51316362708,ccd,293,206
51316365942,efb,47,174
51316376145,gbb,16,6
51316416163,dcg,254,112
51316427614,bdb,196,215
51316430076,fea,187,121
51316438237,feb,99,139
51316444462,ceb,132,187
51316456833,aeg,74,10
51316457519,eda,84,16
51316458787,dfd,218,85
51316460724,bdg,160,257
51316467841,eec,4,105
51316498106,cge,222,246
51316515635,fgb,114,172
51316544469,bbf,71,151
51316557815,afb,246,58
51316582539,cef,199,126
51316583325,age,219,281
51316608362,eab,204,201
51316615557,dbg,87,113
51316636854,dag,77,249
51316638885,fdd,287,106
51316651091,cbd,167,149
51316661189,abb,204,266
51316663345,cag,231,336
51316703532,fcf,204,161
51316741214,gab,216,33
51316743056,aag,163,161
51316747771,afa,48,10
51316776248,fbd,51,175
51316796116,ggc,187,231
51316798640,bab,15,217
51316841493,fad,242,27
51316848296,cgb,67,189
51316850040,bff,159,217
51316853448,bfc,14,199
51316860118,cde,151,196
51316905655,bcf,177,173
51316912621,cea,82,189
51316998760,gfe,65,20
51317030516,gce,67,271
51317071626,dbb,13,5
51317081514,eac,218,198
51317084665,ggd,129,5
51317084893,ggc,221,261
51317093176,ggb,183,52
51317132889,dec,6,27
51317144143,gga,268,18
51317153216,bcc,106,120
51317154812,caa,7,293
51317177822,dge,153,198
51317188387,fdf,59,106
51317190481,gef,56,78
51317208669,gfe,88,21
51317215632,gcg,65,9
51317216155,fge,197,77
51317230619,egg,264,319
51317254747,egd,76,132
51317271926,beg,292,164
51317278453,bec,19,214
51317282401,ege,146,253
51317292497,efe,242,287
51317308490,bbd,34,24
51317314113,aea,80,302
51317332711,fbc,79,182
51317339434,dbe,148,246
51317341030,ecg,17,284
51317343391,ddg,71,119
51317351310,fgf,187,279
51317352247,bef,74,277
51317355500,agg,35,199
51317389615,gaf,208,228
51317390091,dcc,276,142
51317411099,ecd,218,147
51317417001,cfb,106,91
51317444903,gac,140,164
51317448081,faf,60,142
51317456060,fgg,288,112
51317465108,bcb,107,29
51317489146,ace,192,90
51317520198,dae,174,105
51317528673,bgd,65,259
51317528720,bgg,158,184
51317530023,ccd,107,177
51317572450,ebf,210,282
51317580532,cgb,45,207
51317596745,cae,172,185
51317621384,ceg,268,157
51317634177,cgg,79,249
51317638846,cee,101,178
51317650363,dfe,93,77
51317681277,ccf,25,102
51317696530,agb,36,241
51317710818,gfc,118,320
51317769611,eee,96,139
51317785153,abf,247,301
51317836853,beg,296,150
51317864488,bdb,49,251
51317906690,dgf,104,169
51317907601,bde,16,203
51317914066,ddc,199,126
51317929664,dfa,211,129
51317936449,bgf,13,43
51317945449,bbe,134,136
51317954198,adf,40,167
51317963764,cdd,77,347
51317989048,abf,193,307
51318000500,bga,175,277
51318007118,ddf,2,71
51318011409,fgc,278,17
51318034796,aff,251,200
51318053606,bfg,10,135
51318059799,dce,36,161
51318072741,fda,226,8
51318073737,cfa,82,75
51318080186,ecc,190,48
51318095552,gec,205,7
